"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1892072174543876418","Wed Feb 19 04:42:14 +0000 2025","70","Cellframe Network: Post-Quantum Encryption. #BigData #Analytics #DataScience #AI #MachineLearning #QuantumComputing #CyberSecurity #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #Serverless #DataScientist #Linux #Programming #100DaysofCode https://t.co/kRdd9dVuLD https://t.co/9A3WUhQOdy","1892072174543876418","https://pbs.twimg.com/media/GkH2p5NXoAAvU3x.jpg","","en","Redondo Beach, CA","3","15","36","https://x.com/gp_pulipaka/status/1892072174543876418","4263007693","gp_pulipaka"
"1892041936640311660","Wed Feb 19 02:42:04 +0000 2025","5","Artificial Intelligence: The Ultimate Guide to #AI! #BigData #Analytics #DataScience #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/H7twepIOef https://t.co/OSLN1kubj1","1892041936640311660","https://pbs.twimg.com/media/GkHd8y2XYAA5fVn.jpg","","es","Redondo Beach, CA","0","0","4","https://x.com/gp_pulipaka/status/1892041936640311660","4263007693","gp_pulipaka"
"1894161318338596908","Mon Feb 24 23:03:44 +0000 2025","7","Most Americans are not big fans of #ElonMusk and #MarkZuckerberg the world s two richest men according to new survey data from Pew Research Center. Read more: https://t.co/1QvWgFek6f https://t.co/sgJg3njmks","1894161318338596908","https://pbs.twimg.com/media/GklprPmbkAAVQiE.jpg","","en","Los Angeles, CA","0","4","3","https://x.com/TheWrap/status/1894161318338596908","18742360","TheWrap"
"899779493795168256","Mon Aug 21 23:45:23 +0000 2017","98","The 5 Vs of big data for machine learning #AI #MachineLearning #BigData #ML #tech https://t.co/tpLkeQHBUr https://t.co/zqkbmhL8Ws","899779493795168256","https://pbs.twimg.com/media/DHyoqaCXsAE142I.jpg","","en","","7","1","177","https://x.com/DeepLearn007/status/899779493795168256","841437061","DeepLearn007"
"1892299625278611704","Wed Feb 19 19:46:02 +0000 2025","116","LATEST POST: How will Big Data change with the use Grok3 and other AI platforms in real time. As we get deeper into the use of the technology things will change. Read More:","1892299625278611704","","","en","UK","0","1","8","https://x.com/tsncrypto/status/1892299625278611704","1564994547654037505","tsncrypto"
"1893241372972589243","Sat Feb 22 10:08:12 +0000 2025","113"," WL First Competition Announcement Meme Wars Turn Big Tech s cringe into comedy! For too long centralized platforms have been laughing at you hoarding your data locking you in and making billions. Now it s our turn to laugh at them. The Challenge? Roast Big https://t.co/cgy63htaEn","1893241372972589243","https://pbs.twimg.com/media/GkYkH6LXsAEATB7.jpg","","en","ETH","0","14","11","https://x.com/Quick_Sync/status/1893241372972589243","1878069549523673088","Quick_Sync"
"1892641984549916771","Thu Feb 20 18:26:27 +0000 2025","8","Cheatsheets! #DataScience #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode https://t.co/kO0tHa3u3A https://t.co/VG3qzSzUTf","1892641984549916771","https://pbs.twimg.com/media/GkQB89UWEAAiTiX.jpg","","en","Redondo Beach, CA","0","0","5","https://x.com/gp_pulipaka/status/1892641984549916771","4263007693","gp_pulipaka"
"1894292217658827194","Tue Feb 25 07:43:53 +0000 2025","151","AI market recalibrating today! $IP surges an impressive 26.19% while $DEXE holds positive at 4.01%! Analyze more https://t.co/ZdtrgugHrO https://t.co/H9iMKSzDwN","1894292217658827194","https://pbs.twimg.com/tweet_video_thumb/Gkngt1NWcAAj7T3.jpg","","en","Decentralized","3","85","57","https://x.com/CoinMarketCap/status/1894292217658827194","2260491445","CoinMarketCap"
"1177687706450530304","Fri Sep 27 20:53:24 +0000 2019","217","I love @hadleywickham s definition of big data you have a big data problem if you wait for computation to happen longer than it takes you to think what computation to do and if moving data around is painful https://t.co/ZLHlvxe5kn","1177687706450530304","https://pbs.twimg.com/media/EFf8rNQU8AAaLwG.jpg","","en","Durham, NC","2","1","48","https://x.com/minebocek/status/1177687706450530304","229564414","minebocek"
"1892083351357395259","Wed Feb 19 05:26:38 +0000 2025","11","Differentiable ODE Solvers! #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Mathematics #Programming #Coding #100DaysofCode https://t.co/HkDUwzaiPA https://t.co/jKIIXDTDXU","1892083351357395259","https://pbs.twimg.com/tweet_video_thumb/GkICWCoXQAABNFJ.jpg","","en","Redondo Beach, CA","0","0","6","https://x.com/gp_pulipaka/status/1892083351357395259","4263007693","gp_pulipaka"
"1892134303334875190","Wed Feb 19 08:49:06 +0000 2025","204","Europe is back in the AI race. Last week London-based @Convergence_ai_ turned heads by crushing @OpenAI s Operator. Today they re back with something even bigger: Proxy 1.0 - one of the most powerful web-based AI agents out there! https://t.co/s8Xhf1ZQpu Let s dive in! ↓ https://t.co/aGXWjXAT5z","1892134303334875190","https://pbs.twimg.com/amplify_video_thumb/1892134159490973696/img/GwDUdTW4zksRotoQ.jpg","","en","London 🇬🇧 ⇆ 🇫🇷 Pyrenees","14","16","48","https://x.com/DataChaz/status/1892134303334875190","19628766","DataChaz"
"802938175362650113","Sun Nov 27 18:12:33 +0000 2016","90","12 #bigdata Predictions You Should Not Miss #data #privacy #AI #DataScience #ML #ArtificialIntelligence #technology https://t.co/HTYrL2OX9h https://t.co/AkydhzydbI","802938175362650113","https://pbs.twimg.com/media/CySZCL2W8AACYxB.jpg","","en","","5","1","128","https://x.com/DeepLearn007/status/802938175362650113","841437061","DeepLearn007"
"1892642022164717757","Thu Feb 20 18:26:36 +0000 2025","209","Cheatsheets: CS 230 - Stanford - Deep Learning! #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode https://t.co/1KKMouKBoG","1892642022164717757","https://pbs.twimg.com/media/GkP_mOoXoAAM-4J.jpg","","en","Redondo Beach, CA","0","0","5","https://x.com/gp_pulipaka/status/1892642022164717757","4263007693","gp_pulipaka"
"1892072194877890849","Wed Feb 19 04:42:18 +0000 2025","20","Generative AI with Python. The Future is Now. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/b79GLGrDeD https://t.co/ZVWDJDgU8K","1892072194877890849","https://pbs.twimg.com/media/GkH37znXUAA8qYa.jpg","","en","Redondo Beach, CA","1","0","10","https://x.com/gp_pulipaka/status/1892072194877890849","4263007693","gp_pulipaka"
"1894058473668935978","Mon Feb 24 16:15:04 +0000 2025","38","Construction of a web-based nanomaterial database by big data curation and modeling friendly nanostructure annotations Construction of the nanomaterial database A total of 705 nanomaterials comprising 414 gold nanoparticles (GNPs) 17 silver nanoparticle (AgNPs) 12 platinum https://t.co/FvkgEC6UCW","1894058473668935978","https://pbs.twimg.com/media/GkkMJPgWIAAnEWW.jpg","","en","Aetherverse ","0","2","25","https://x.com/Ryansikorski10/status/1894058473668935978","1339362210250895361","Ryansikorski10"
"1891732839802020138","Tue Feb 18 06:13:50 +0000 2025","12","Shenzhen: A Global #Tech &amp; #Innovation Hub! Home to Tencent Huawei &amp; DJI Shenzhen thrives in #AI big data &amp; cloud computing. A dynamic city for researchers startups &amp; innovators. Looking to commercialize #research or join a top #tech team? #Shenzhen welcomes you! https://t.co/paWPjkcAaC","1891732839802020138","https://pbs.twimg.com/media/GkDIt0HX0AA5ZXK.jpg","","en","","0","0","12","https://x.com/The_InnovationJ/status/1891732839802020138","1249537969507037184","The_InnovationJ"
"1892340259867800003","Wed Feb 19 22:27:30 +0000 2025","196","팔란티어 커뮤니티 멤버분들께 https://t.co/eekyfwJwkm","1892340259867800003","https://pbs.twimg.com/media/GkLxb45bcAAYB9m.jpg","","ko","Seoul","1","25","4","https://x.com/drmusician1/status/1892340259867800003","936219800","drmusician1"
"1892083368042348621","Wed Feb 19 05:26:42 +0000 2025","22","Free Statistics and Machine Learning eBooks. #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/AHQJSlQPUn https://t.co/n13bU0trNE","1892083368042348621","https://pbs.twimg.com/media/GkIFZITXUAAXD_E.jpg","","en","Redondo Beach, CA","0","1","11","https://x.com/gp_pulipaka/status/1892083368042348621","4263007693","gp_pulipaka"
"1893651701862662457","Sun Feb 23 13:18:42 +0000 2025","117"," New Gem Alert! Found something that could take off on Feb 25! $QS A decentralized powerhouse giving users full control over their data with no-code tools &amp; Web3 APIs. Big Tech made billions off your data while you got nothing. QuickSync changes the game ","1893651701862662457","","","en","Mexico","5","29","41","https://x.com/ElJefe_Crypto/status/1893651701862662457","1766814949228081152","ElJefe_Crypto"
"1894468965583216755","Tue Feb 25 19:26:13 +0000 2025","11","Book Bundle on Artificial Intelligence! #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/q9yxbtPk34 https://t.co/9SO2mO6Y7N","1894468965583216755","https://pbs.twimg.com/media/Gkp-IKNXIAE3ezE.jpg","","en","Redondo Beach, CA","0","0","7","https://x.com/gp_pulipaka/status/1894468965583216755","4263007693","gp_pulipaka"
"1892165672232239485","Wed Feb 19 10:53:45 +0000 2025","112","Real time data at scale think this puts Big Data analytics to the next level.","1892165672232239485","","","en","UK","0","2","8","https://x.com/tsncrypto/status/1892165672232239485","1564994547654037505","tsncrypto"
"1894659716162191625","Wed Feb 26 08:04:12 +0000 2025","873","Here you can see it better https://t.co/widfkW2MZW","1894659716162191625","https://pbs.twimg.com/media/Gksu-JfXkAEWAQr.jpg","","en","","12","7","15","https://x.com/F1BigData/status/1894659716162191625","1685980942223937537","F1BigData"
"1894641151267016846","Wed Feb 26 06:50:25 +0000 2025","19","Paid Courses FREE 1. AI + Data Analytics 2. Machine Learning + DS 3. Cloud Computing + Web Dev. 4. Ethical Hacking + Hacking 5. Data Analytics + DSA 6. AWS + IBM 7. DS + Deep Learning 8. BIG DATA + SQL 10. MBA To get: - 1. Follow must 2. Like &amp; RETWEET 3. Reply DM https://t.co/2Eh7q7wBZq","1894641151267016846","https://pbs.twimg.com/media/GkseFejWUAAGvOS.png","","en","California, Us","0","17","7","https://x.com/ryanaitech/status/1894641151267016846","1839617783908425728","ryanaitech"
"1893199823207116972","Sat Feb 22 07:23:06 +0000 2025","8","Amazing Egg Processing Machines by @HowThingsWork_ #Robotics #Tech #Technology #Automation #FoodTech #AI #ArtificialIntelligence #MI cc: @chr1sa @bigdata @rtehrani https://t.co/dKWqgWrEhv","1893199823207116972","https://pbs.twimg.com/ext_tw_video_thumb/1893199799588933632/pu/img/wBoQIBOm33sZcx9A.jpg","","en","The Netherlands","0","0","3","https://x.com/Ronald_vanLoon/status/1893199823207116972","555031989","Ronald_vanLoon"
"1892910561110736979","Fri Feb 21 12:13:41 +0000 2025","855"," INSTITUTIONS ARE WATCHING! You know it s serious when institutions start paying attention to a project! $CDD is built for pro traders &amp; institutions providing cutting-edge AI models &amp; on-chain data insights. Early movers will be the biggest winners! Buy CDD Token on https://t.co/bPI5YCWBdK","1892910561110736979","https://pbs.twimg.com/media/GkT4HnRWIAEMVRu.jpg","","en","Monterrey, Nuevo León","0","46","139","https://x.com/_snuppy08/status/1892910561110736979","405933724","_snuppy08"
"1894687419636858929","Wed Feb 26 09:54:17 +0000 2025","5","Weather data runs the world AI finance logistics insurance. But it s outdated centralized and broken. @nubilanetwork is flipping the script building the biggest decentralized data network. Real-time insights real impact. This is the future and it s happening now. https://t.co/mbTRS8trV9","1894687419636858929","https://pbs.twimg.com/tweet_video_thumb/GktIKXWbcAAHCKJ.jpg","","en","U.S.A 🇺🇸","1","1","0","https://x.com/nubilanetwork/status/1894687419636858929","1768060214971174912","nubilanetwork"
"1892083341538492743","Wed Feb 19 05:26:36 +0000 2025","10","Deep Learning #Books to Read. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode https://t.co/yaSBIy5LL4 https://t.co/L09GcQRc9q","1892083341538492743","https://pbs.twimg.com/media/GkIBT_fWMAAwji6.jpg","","en","Redondo Beach, CA","0","0","7","https://x.com/gp_pulipaka/status/1892083341538492743","4263007693","gp_pulipaka"
"1893635837486633443","Sun Feb 23 12:15:40 +0000 2025","810","𝐀𝐥𝐥 𝐏𝐚𝐢𝐝 𝐂𝐨𝐮𝐫𝐬𝐞𝐬 (𝐅𝐫𝐞𝐞 𝐟𝐨𝐫 𝐅𝐢𝐫𝐬𝐭 𝟓𝟎𝟎𝟎 𝐏𝐞𝐨𝐩𝐥𝐞) 1. Artificial Intelligence 2. Machine Learning 3. Cloud Computing 4. Ethical Hacking 5. Data Analytics 6. AWS Certified 7. Data Science 8. BIG DATA 9. Python 10. MBA (48 Hours only ⏰) To get https://t.co/RiUGL2YVXv","1893635837486633443","https://pbs.twimg.com/media/GkeLwMSXMAAOqcZ.jpg","","en","DM for Collaboration","8","845","434","https://x.com/Ronycoder/status/1893635837486633443","1453648680284835845","Ronycoder"
"1894303097549168749","Tue Feb 25 08:27:07 +0000 2025","9","This chair could help ease the pain for physical labor by @gigadgets_ #HealthTech #TechForGood #Tech #Technology #Innovation cc: @bigdata @patrickgunz_ch @yuhelenyu https://t.co/SoEkrMRN4S","1894303097549168749","https://pbs.twimg.com/ext_tw_video_thumb/1894303071468969984/pu/img/bnNc6V2VHbs26ZWY.jpg","","en","The Netherlands","0","0","10","https://x.com/Ronald_vanLoon/status/1894303097549168749","555031989","Ronald_vanLoon"
"1892041970698121602","Wed Feb 19 02:42:12 +0000 2025","7","Learning #Alteryx. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/PmNHIHAGmb https://t.co/RhfbaEIlho","1892041970698121602","https://pbs.twimg.com/media/GkHhVhTW4AAQj5P.jpg","","en","Redondo Beach, CA","0","1","5","https://x.com/gp_pulipaka/status/1892041970698121602","4263007693","gp_pulipaka"
"1892134924205047928","Wed Feb 19 08:51:34 +0000 2025","119","FREE Google Drive link to learn : -Data Analytics -Business Analysis -Data Visualization -SQL -Big Data -Resume tips -Product Mgt -Software Eng -UI/UX Design To get: - 1. Follow @abir_hasan4736 [MUST] 2. Like &amp; Retweet 3. Reply Need I will DM Everyone https://t.co/ETGbGVsWPK","1892134924205047928","https://pbs.twimg.com/media/GkI2r8NbMAE51gu.png","","en","world","1","101","62","https://x.com/abir_hasan4736/status/1892134924205047928","1574796173030072320","abir_hasan4736"
"1892769243751731288","Fri Feb 21 02:52:08 +0000 2025","18","FREE Google Drive link to learn : -Data Analytics -Business Analysis -Data Visualization -SQL -Big Data -Resume tips -Product Mgt -Software Eng -UI/UX Design Get it now: - 1. Follow @Tech_Raselai 2. Like and Repost this post 3. Comment GD I will DM Everyone immediately? https://t.co/c1ADh3zQ7O","1892769243751731288","https://pbs.twimg.com/media/GkR3mJibUAUyYUz.png","","en","Earth","0","17","8","https://x.com/Tech_Raselai/status/1892769243751731288","1786643401359974400","Tech_Raselai"
"1891739953735864622","Tue Feb 18 06:42:06 +0000 2025","10","Free eBooks: Free Machine Learning eBooks for Any Aspiring Data Scientist! @CambridgeSpark #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming https://t.co/uCdQlSrPHq","1891739953735864622","https://pbs.twimg.com/media/GkDIlZTWEAATNBm.jpg","","en","Redondo Beach, CA","0","0","8","https://x.com/gp_pulipaka/status/1891739953735864622","4263007693","gp_pulipaka"
"1894468926794235942","Tue Feb 25 19:26:04 +0000 2025","2","Robots: A Reference Handbook. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Robotics #Python #RStats #TensorFlow #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode https://t.co/MSAoTdd3dU https://t.co/v3ylVanIZo","1894468926794235942","https://pbs.twimg.com/media/GkqBY-WWUAErxd7.jpg","","en","Redondo Beach, CA","0","0","4","https://x.com/gp_pulipaka/status/1894468926794235942","4263007693","gp_pulipaka"
"1894417083280114172","Tue Feb 25 16:00:03 +0000 2025","8"," BIG ANNOUNCEMENT I am officially an affiliate of @PropsEdge for my sports data and prop needs Use code CBUS with the link below and get 20% off!! TO THOSE THAT SIGN UP SEND ME A SCREENSHOT AND YOU'LL ALSO GET A FREE WEEK IN MY @DubClub_win VIP ($25 VALUE) https://t.co/TZmmJR89mO","1894417083280114172","https://pbs.twimg.com/tweet_video_thumb/GkpSSweXEAEPkfS.jpg","","en","JOIN VIP ➡️","0","5","3","https://x.com/CbusPicks/status/1894417083280114172","1542280525754269697","CbusPicks"
"1891585112237597010","Mon Feb 17 20:26:49 +0000 2025","118","I think this will be a big industry. But interested to see the use cases of that data @WOLF_WebThree","1891585112237597010","","","en","UK","0","1","8","https://x.com/tsncrypto/status/1891585112237597010","1564994547654037505","tsncrypto"
"1891587628891324808","Mon Feb 17 20:36:49 +0000 2025","71","The biggest government power grab of modern times. Your personal data not anymore. That belongs to the government now. https://t.co/5KJ6QMvpZ7 https://t.co/TxSJpGDXs7","1891587628891324808","https://pbs.twimg.com/ext_tw_video_thumb/1891587517779984384/pu/img/hZdY-9Rkvt-37RDI.jpg","","en","England, United Kingdom","11","11","44","https://x.com/ForeverScept/status/1891587628891324808","1758926757854380032","ForeverScept"
"884351404021776388","Mon Jul 10 09:59:39 +0000 2017","75","Top 10 #BigData Facts [Infographic] https://t.co/1lYueeF06b v/ @grazitti #AI #Algorithms #Robots #Futureofwork #AR #HealthTech #IoT https://t.co/MQzhC9fIdn","884351404021776388","https://pbs.twimg.com/media/DEXYrDLXgAAbcrl.jpg","","en","Marseille, France","1","2","93","https://x.com/ipfconline1/status/884351404021776388","705539763349164032","ipfconline1"
"1894497132024869057","Tue Feb 25 21:18:08 +0000 2025","0","El Big Data se ha convertido en una herramienta crucial para las organizaciones modernas que buscan aprovechar la enorme cantidad de información disponible. https://t.co/1StYPqBS3b https://t.co/y4ODq9SMq1","1894497132024869057","https://pbs.twimg.com/media/GkqbGXDXIAMGial.png","","es","México City","0","0","0","https://x.com/yes_estaloca/status/1894497132024869057","77773829","yes_estaloca"
"1891981729230950555","Tue Feb 18 22:42:50 +0000 2025","44","Why You Should Pay Attention to This Company Tempus AI ($TEM) Transforming Healthcare Tempus AI is at the forefront of personalised healthcare leveraging machine learning and big data to drive innovation in cancer treatments and genetic analysis. This company is perfectly","1891981729230950555","","","en","Lagos, Nigeria.","2","6","18","https://x.com/tosinolaseinde/status/1891981729230950555","183604794","tosinolaseinde"
"1894349848851145172","Tue Feb 25 11:32:53 +0000 2025","6","Big data na saúde: como os dados podem salvar vidas? Descubra no episódio 7 do metamorfoseZ. https://t.co/C3XCvs9JKI","1894349848851145172","https://pbs.twimg.com/media/GkoVDm6XEAAeCV6.png","","pt","São Paulo","0","2","3","https://x.com/Ricamconsult/status/1894349848851145172","160910872","Ricamconsult"
"1892083359431442849","Wed Feb 19 05:26:40 +0000 2025","6","Neural Autoencoders and Neural Networks. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode https://t.co/SLyItSusvd https://t.co/pwOIsrv0nz","1892083359431442849","https://pbs.twimg.com/media/GkID6kAXUAEYuZC.jpg","","en","Redondo Beach, CA","0","1","5","https://x.com/gp_pulipaka/status/1892083359431442849","4263007693","gp_pulipaka"
"1894517981960425514","Tue Feb 25 22:40:59 +0000 2025","5","Big-Math: A Large-Scale High-Quality Math Dataset for Reinforcement Learning in Language Models https://t.co/BDGrlLTdNw","1894517981960425514","https://pbs.twimg.com/media/GkquEF2W8AANKnn.jpg","","en","","0","1","0","https://x.com/gm8xx8/status/1894517981960425514","123543935","gm8xx8"
"1892615719231357420","Thu Feb 20 16:42:05 +0000 2025","118","GM legends! @Muhdohealth is making BIG moves in DeSci &amp; AI! Premium supplements launching revenue fuels the ecosystem! New app &amp; website dropping next week! AI health coach powered by 75K+ users data Partnered with billion-dollar businesses &amp; top universities https://t.co/oskuWHoDat","1892615719231357420","https://pbs.twimg.com/ext_tw_video_thumb/1892615612016279552/pu/img/CeQs36v_-tOOh-z2.jpg","","en","Join Telegram Channel 👉","0","74","49","https://x.com/AbrarTheCrypto_/status/1892615719231357420","2823746510","AbrarTheCrypto_"
"1894622169763905653","Wed Feb 26 05:35:00 +0000 2025","24","HELP RT PLEASEHELP US COMPLETE OUR SURVEY FOR FEASIBS This would take 2-3 mins &amp; will be a big help for us as we need 500 respondents until friday only Rest assured that all data gathered on our would be highly confidential. Thank you so much! CHECK GIVEAWAY ON QRT https://t.co/JqPSwmqtzi","1894622169763905653","https://pbs.twimg.com/media/GksM0VHbkAQAlYQ.jpg","","en","Republic of the Philippines","2","18","28","https://x.com/siristark/status/1894622169763905653","1075902458306514945","siristark"
"1893556529388830827","Sun Feb 23 07:00:31 +0000 2025","33","Are you struggling to pay a huge amount on paid courses? I'm giving you access to 50+ FREE Courses 1. Artificial Intelligence 2. Machine Learning 3. Cloud Computing 4. Ethical Hacking 5. Data Analytics 6. AWS Certified 7. Data Science 8. BIG DATA 9. Python 10. MBA To get https://t.co/sTKn987OH3","1893556529388830827","https://pbs.twimg.com/media/GkdDoOuXkAAEy8h.jpg","","en","Dm for collabs 📩","0","30","25","https://x.com/Piyushkumar420/status/1893556529388830827","1784905496094277632","Piyushkumar420"
